download_ID,species,decimallongitude,decimallatitude,year
bien_1039,Loudetia simplex,31.375,-26.125,1993
bien_1040,Loudetia simplex,31.125,-26.375,1956
bien_1041,Loudetia simplex,31.125,-26.375,1962
bien_1042,Loudetia simplex,31.125,-26.375,1913
bien_1043,Loudetia simplex,31.125,-26.375,1955
bien_1044,Loudetia simplex,31.125,-26.625,1962
bien_1045,Loudetia simplex,31.125,-26.125,1978
bien_1046,Loudetia simplex,31.125,-26.375,1955
bien_1047,Loudetia simplex,31.125,-26.625,1956
bien_1048,Loudetia simplex,31.125,-26.125,1993
bien_1049,Loudetia simplex,31.125,-26.375,1952
bien_1050,Loudetia simplex,31.125,-26.375,1952
bien_1051,Loudetia simplex,31.125,-26.375,1951
bien_1052,Loudetia simplex,31.125,-26.375,1960
bien_1053,Loudetia simplex,33.420337,-18.990953,1948
bien_1054,Loudetia simplex,31.125,-26.625,1956
bien_1055,Loudetia simplex,33.848471,-19.045723,1948
bien_1056,Loudetia simplex,31.125,-26.625,1956
bien_1057,Loudetia simplex,31.125,-26.375,1965
bien_1058,Loudetia simplex,31.125,-26.375,1952
bien_1059,Loudetia simplex,31.125,-26.375,1956
bien_1060,Loudetia simplex,31.125,-26.125,1997
bien_1061,Loudetia simplex,31.125,-26.125,1986
bien_1062,Loudetia simplex,31.125,-26.375,1955
bien_1063,Loudetia simplex,31.125,-26.375,1998
bien_1064,Loudetia simplex,31.125,-26.375,1951
bien_1065,Loudetia simplex,31.125,-26.375,1956
bien_1066,Loudetia simplex,31.125,-26.375,1956
bien_1067,Loudetia simplex,2.85771,7.170191,1966
bien_1068,Loudetia simplex,31.125,-26.125,1987
bien_1069,Loudetia simplex,31.125,-26.375,1952
bien_1070,Loudetia simplex,31.125,-26.375,1997
bien_1071,Loudetia simplex,31.125,-26.375,1951
bien_1072,Loudetia simplex,31.125,-26.375,1955
bien_1073,Loudetia simplex,31.125,-26.375,1978
bien_1074,Loudetia simplex,31.125,-26.375,1960
bien_1075,Loudetia simplex,16.391602,-5.878332,1935
bien_1076,Loudetia simplex,31.125,-26.375,1952
bien_1077,Loudetia simplex,31.375,-25.875,1956
bien_1078,Loudetia simplex,31.125,-26.375,1956
bien_1079,Loudetia simplex,9.049999,9.95,1970
bien_1080,Loudetia simplex,31.125,-26.125,1966
bien_1081,Loudetia simplex,31.125,-26.125,1993
bien_1082,Loudetia simplex,31.125,-26.125,1963
bien_1083,Loudetia simplex,31.125,-26.375,1952
bien_1084,Loudetia simplex,31.125,-26.375,1955
bien_1085,Loudetia simplex,35.77004,-16.102627,1943
bien_1086,Loudetia simplex,31.125,-26.125,1942
bien_1087,Loudetia simplex,2.05051,7.302469,1982
bien_1088,Loudetia simplex,31.125,-26.375,1956
bien_1089,Loudetia simplex,3.294126,7.170996,1966
bien_1090,Loudetia simplex,31.375,-26.625,1958
bien_1091,Loudetia simplex,31.125,-26.375,1962
bien_1092,Loudetia simplex,31.375,-26.625,1958
bien_1093,Loudetia simplex,31.125,-26.375,1960
bien_1094,Loudetia simplex,31.375,-26.125,1994
